method,data_model,display_mode,phase,lifecycle_stage,sub_method,metric,value_low,value_high,unit,basis,source_key,confidence_min,confidence_max,selected_material,notes,metadata
3d_printed,phase_based,construction_phase_view,structure,,,material_origin_t1,null,null,label,qualitative_label,alhumayani-2020,0.4,0.6,printed_concrete_or_earth_proxy,Alhumayani 2020 confirms cob 3DP material can be near-100% local; printable concrete necessarily imports cement clinker from regional kilns,"{""primary"": true, ""raw_source"": ""Alhumayani 2020"", ""raw_unit"": ""qualitative"", ""source_keys"": [""alhumayani-2020""], ""source_tier"": ""1""}"
3d_printed,phase_based,construction_phase_view,roof,,,co2_kg_per_m2,30,90,kg CO2eq,per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional roof - NOT printed; timber/steel + insulation + membrane; range from masonry strand 01,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,roof,,,labor_hours_per_m2,1.5,4.0,hours,hours_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional roof labour; no 3DP deviation,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""h / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,roof,,,time_days,4,10,days,calendar_days,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional roof construction,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""calendar days"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,roof,,,cost_eur_per_m2,60,200,EUR,eur_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Catalonia conventional roof,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""EUR / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,roof,,,material_origin,null,null,label,qualitative_label,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional: timber from EU/Catalan forests; steel from Spanish/EU mills; insulation from EU producers,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""qualitative"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,openings,,,co2_kg_per_m2,8,30,kg CO2eq,per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Windows + doors NOT 3DP; conventional aluminium/PVC/wood frames + double/triple glazing; printers leave openings as voids,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,openings,,,labor_hours_per_m2,0.4,1.2,hours,hours_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional install; 3DP printers leave openings as voids - install is conventional using templating,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""h / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,openings,,,time_days,2,5,days,calendar_days,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""calendar days"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,openings,,,cost_eur_per_m2,80,250,EUR,eur_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Catalonia 2025 windows + doors,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""EUR / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,openings,,,material_origin,null,null,label,qualitative_label,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Aluminium frames EU; glass EU; locks/hinges global,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""qualitative"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,finishing,,,co2_kg_per_m2,10,40,kg CO2eq,per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,3DP walls have corrugated rib texture - vendors claim no plaster needed (saves carbon); reality: most projects apply primer+paint+skim coat; lower = unfinished+paint; upper = full skim+paint+interior plaster,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,finishing,,,labor_hours_per_m2,0.5,2.5,hours,hours_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Same trade-off: vendor minimal-finishing claim often optimistic; see SYNTHESIS wobble #6,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""h / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,finishing,,,time_days,3,10,days,calendar_days,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Conventional finishing schedule,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""calendar days"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,finishing,,,cost_eur_per_m2,30,120,EUR,eur_per_m2_gfa,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Catalonia interior + exterior finish; lower = paint only on rib texture (vendor claim); upper = conventional skim+paint,"{""primary"": false, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""EUR / m2 GFA"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
3d_printed,phase_based,construction_phase_view,finishing,,,material_origin,null,null,label,qualitative_label,masonry-strand-01,0.4,0.6,printed_concrete_or_earth_proxy,Paint EU; plaster Spanish/EU,"{""primary"": true, ""raw_source"": ""masonry strand 01"", ""raw_unit"": ""qualitative"", ""source_keys"": [""masonry-strand-01""], ""source_tier"": ""2""}"
