method,data_model,display_mode,phase,lifecycle_stage,sub_method,metric,value_low,value_high,unit,basis,source_key,confidence_min,confidence_max,selected_material,notes,metadata
masonry,phase_based,construction_phase_view,roof,,,co2_kg_per_m2,25,70,kg CO2eq,per_m2_roof_area,hispalyt-008-001,0.85,0.95,fired_clay_brick,Hispalyt 008-001 clay tiles A1-A3 = 199 kg CO2eq/tonne x ~40-45 kg/m2 = 8-8.9 kg/m2 tiles; + RC slab + timber battens + insulation = 17-60 kg/m2 depending on slab thickness,"{""primary"": true, ""raw_source"": ""hispalyt-008-001; izaola-2023; mateus-2023"", ""raw_unit"": ""kg CO2eq / m2 roof"", ""source_keys"": [""hispalyt-008-001"", ""izaola-2023"", ""mateus-2023""], ""source_tier"": ""1""}"
masonry,phase_based,construction_phase_view,roof,,,labor_hours_per_m2,0.8,2.0,hours,hours_per_m2_roof_area,rejected-cype-roof,0.85,0.95,fired_clay_brick,Tile-laying 5-12 m2/day per oficial in Spanish residential; range covers single-tile pitched roof (low) to complex insulated cubierta a la catalana (high),"{""primary"": true, ""raw_source"": ""rejected-cype-roof"", ""raw_unit"": ""h / m2 roof"", ""source_keys"": [""rejected-cype-roof""], ""source_tier"": ""3""}"
masonry,phase_based,construction_phase_view,roof,,,time_days,4,10,days,calendar_days,unknown_import,0.85,0.95,fired_clay_brick,Order-of-magnitude derived from labour-rate estimate only,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""calendar days"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,roof,,,cost_eur_per_m2,50,90,EUR,eur_per_m2_roof_area,rejected-cype-roof,0.85,0.95,fired_clay_brick,CYPE-adjacent items + IVE Costes de Construccion typical Spanish roof EUR60-80/m2; widened because primary CYPE roof URL was 404,"{""primary"": true, ""raw_source"": ""rejected-cype-roof"", ""raw_unit"": ""EUR / m2 roof"", ""source_keys"": [""rejected-cype-roof""], ""source_tier"": ""3""}"
masonry,phase_based,construction_phase_view,roof,,,material_origin,null,null,label,qualitative_label,hispalyt-008-001,0.85,0.95,fired_clay_brick,Catalan clay tiles: La Escandella (Alicante) Ceramica La Coma (Girona) Tejas Borja (Valencia) - all Spanish kilns; A4 transport ~287km national avg; local sourcing <200km common in Catalonia,"{""primary"": true, ""raw_source"": ""hispalyt-008-001"", ""raw_unit"": ""qualitative"", ""source_keys"": [""hispalyt-008-001""], ""source_tier"": ""1""}"
masonry,phase_based,construction_phase_view,openings,,,co2_kg_per_m2,30,90,kg CO2eq,per_m2_opening_area,izaola-2023,0.85,0.95,fired_clay_brick,Aluminium-frame double-glazed window dominates Spanish residential; aluminium frames 150-250 kg CO2/m2 of frame; double glazing ~25 kg CO2/m2 glass; per m2 GFA openings ~15% of facade,"{""primary"": true, ""raw_source"": ""izaola-2023; de-wolf-2017"", ""raw_unit"": ""kg CO2eq / m2 opening area"", ""source_keys"": [""izaola-2023"", ""de-wolf-2017""], ""source_tier"": ""2""}"
masonry,phase_based,construction_phase_view,openings,,,labor_hours_per_m2,1.0,2.5,hours,hours_per_m2_opening_area,unknown_import,0.85,0.95,fired_clay_brick,Lintel + frame install + glazing + sealant; range from Spanish rehabilitation rates; no primary CYPE retrieval,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""h / m2 opening"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,openings,,,time_days,2,5,days,calendar_days,unknown_import,0.85,0.95,fired_clay_brick,Per opening including curing of lintel mortar; order-of-magnitude,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""calendar days"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,openings,,,cost_eur_per_m2,150,450,EUR,eur_per_m2_opening_area,unknown_import,0.85,0.95,fired_clay_brick,Aluminium-frame thermal-break double-glazed window in Spain typically EUR250-400/m2; lower bound is timber/PVC simple glazing,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""EUR / m2 opening area"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,openings,,,material_origin,null,null,label,qualitative_label,unknown_import,0.85,0.95,fired_clay_brick,Aluminium frames extruded in Spain (Cortizo Technal-iberia) or imported from EU; Spanish extruders use European recycled-content billet; glass from Saint-Gobain Spain (Aviles La Granja),"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""qualitative"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,finishing,,,co2_kg_per_m2,15,50,kg CO2eq,per_m2_finished_surface,mateus-2023,0.85,0.95,fired_clay_brick,Cement-mortar render ~10-25 kg CO2/m2; gypsum plaster ~4-8 kg/m2; paint 2 coats ~1-3 kg/m2; ceramic floor tile ~8-15 kg/m2; range: revoco-mortar+paint (low) to full ceramic-clad bathroom (high),"{""primary"": true, ""raw_source"": ""mateus-2023; izaola-2023"", ""raw_unit"": ""kg CO2eq / m2 finished surface"", ""source_keys"": [""mateus-2023"", ""izaola-2023""], ""source_tier"": ""2""}"
masonry,phase_based,construction_phase_view,finishing,,,labor_hours_per_m2,0.5,2.0,hours,hours_per_m2_finished_surface,unknown_import,0.85,0.95,fired_clay_brick,Plastering 0.4-0.8 h/m2; painting 0.2-0.4 h/m2; floor-tile 0.7-1.2 h/m2,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""h / m2 finished surface"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,finishing,,,time_days,5,15,days,calendar_days,unknown_import,0.85,0.95,fired_clay_brick,Plaster cure (3-7 days) + paint cure between coats + tile-grout cure,"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""calendar days"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,finishing,,,cost_eur_per_m2,25,75,EUR,eur_per_m2_finished_surface,unknown_import,0.85,0.95,fired_clay_brick,Spanish 2025-2026 IVE/CYPE-adjacent rates; range: plaster-and-paint only (low) to full ceramic-clad surface (high),"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""EUR / m2 finished surface"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
masonry,phase_based,construction_phase_view,finishing,,,material_origin,null,null,label,qualitative_label,unknown_import,0.85,0.95,fired_clay_brick,Cement-mortar from Spanish kilns (Cementos Molins Cemex Espana); gypsum from Spanish quarries (Almeria/Aragon); paint from Spanish manufacturers (Titan Procolor); ceramic tile from Castellon cluster (~600km from Barcelona),"{""primary"": true, ""raw_source"": null, ""raw_unit"": ""qualitative"", ""source_keys"": [""unknown_import""], ""source_tier"": null}"
