method,data_model,display_mode,phase,lifecycle_stage,sub_method,metric,value_low,value_high,unit,basis,source_key,confidence_min,confidence_max,selected_material,notes,metadata
reclaimed_brick,overlay,construction_phase_view,structure,,,material_origin,demolition site within 50km (local urban mining),demolition site within 480km (long-distance reclaim),label,qualitative_label,salmio-huuhka-2026,0.5,0.68,reclaimed_fired_clay_brick,Salmio & Huuhka 2026 sensitivity: T1 hand-held remains net-beneficial up to 480km; T2 excavator up to 315km; Re:Crete used regional sourcing <30km; K.118 Basel-Zurich ~100-150km; Catalonia: no operational hub - sourcing is currently ad-hoc demolition-site negotiation,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""Salmio & Huuhka 2026 + Devenes 2022 + K.118"", ""raw_unit"": ""km radius"", ""source_keys"": [""salmio-huuhka-2026"", ""devenes-2022"", ""k118-insitu""], ""source_tier"": ""1""}"
reclaimed_brick,overlay,construction_phase_view,roof,,,co2_kg_per_m2,null,null,kg CO2eq,per_m2_gfa,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Reclaimed brick is NOT a roof material; K.118 used reused steel for roof structure - separate sub-category not assessed in this strand,"{""base_method"": ""masonry"", ""primary"": false, ""raw_source"": null, ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,roof,,,labor_hours_per_m2,null,null,hours,hours_per_m2,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Same; defer to roof-tile/steel-trussed strand,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""h / m2"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,roof,,,time_days,null,null,days,calendar_days,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Same,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""calendar days"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,roof,,,cost_eur_per_m2,null,null,EUR,eur_per_m2,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Same,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""EUR / m2"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,roof,,,material_origin,null,null,label,qualitative_label,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Same,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""qualitative"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,openings,,,co2_kg_per_m2,null,null,kg CO2eq,per_m2_gfa,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,Reclaimed-brick wall openings formed in brick + mortar; brick lintels small carbon dominated by new-mortar reported jointly under structure row; no separate openings CO2 figure,"{""base_method"": ""masonry"", ""primary"": false, ""raw_source"": null, ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,openings,,,labor_hours_per_m2,0.5,1.5,hours,hours_per_m2,engineering-judgement-import,0.5,0.68,reclaimed_fired_clay_brick,Indicative: reclaimed-brick lintel formation adds ~0.5-1.5 h per m2 of opening to the structure-phase laying rate; not normalised to GFA - needs cross-strand reconciliation,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""engineering judgement on Salmio & Huuhka 2026 + BEDEC"", ""raw_unit"": ""h / m2"", ""source_keys"": [""engineering-judgement-import"", ""bedec""], ""source_tier"": ""3""}"
reclaimed_brick,overlay,construction_phase_view,openings,,,time_days,null,null,days,calendar_days,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""calendar days"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,openings,,,cost_eur_per_m2,null,null,EUR,eur_per_m2,unknown_import,0.5,0.68,reclaimed_fired_clay_brick,,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": null, ""raw_unit"": ""EUR / m2"", ""source_keys"": [""unknown_import""], ""source_tier"": ""missing""}"
reclaimed_brick,overlay,construction_phase_view,openings,,,material_origin,reclaimed timber lintels (if available) or new RC lintels,reclaimed steel lintels from urban mining,label,qualitative_label,k118-insitu,0.5,0.68,reclaimed_fired_clay_brick,K.118 demonstrated reused-steel lintels from Basel-sourced steel skeleton building; no primary data on Catalan reclaimed lintel supply,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""K.118 (insitu)"", ""raw_unit"": ""qualitative"", ""source_keys"": [""k118-insitu""], ""source_tier"": ""2""}"
reclaimed_brick,overlay,construction_phase_view,finishing,,,co2_kg_per_m2,0,5,kg CO2eq,per_m2_gfa,rbc-epd-2024,0.5,0.68,reclaimed_fired_clay_brick,Exposed reclaimed-brick walls require minimal finishing - no render or paint typically applied; surface IS the architectural feature; carbon ~0-5 kg CO2eq/m2 (sealant + optional repointing mortar only),"{""base_method"": ""masonry"", ""extra_fields"": {""allocation_rule"": ""cut-off""}, ""primary"": true, ""raw_source"": ""RBC EPD 2024 + IAAC Mat Mining"", ""raw_unit"": ""kg CO2eq / m2 GFA"", ""source_keys"": [""rbc-epd-2024"", ""iaac-mat-mining""], ""source_tier"": ""1"", ""variant"": ""cut-off""}"
reclaimed_brick,overlay,construction_phase_view,finishing,,,labor_hours_per_m2,0.2,1.0,hours,hours_per_m2,salmio-huuhka-2026,0.5,0.68,reclaimed_fired_clay_brick,Repointing + cleaning of exposed face; no render/skim layer needed,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""Salmio & Huuhka 2026"", ""raw_unit"": ""h / m2"", ""source_keys"": [""salmio-huuhka-2026""], ""source_tier"": ""1""}"
reclaimed_brick,overlay,construction_phase_view,finishing,,,time_days,1,4,days,calendar_days,engineering-judgement-import,0.5,0.68,reclaimed_fired_clay_brick,Repointing + final cleaning for ~100m2 wall area,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""engineering judgement on Salmio & Huuhka 2026"", ""raw_unit"": ""calendar days"", ""source_keys"": [""engineering-judgement-import""], ""source_tier"": ""2""}"
reclaimed_brick,overlay,construction_phase_view,finishing,,,cost_eur_per_m2,5,20,EUR,eur_per_m2,bedec-2026-proxy,0.5,0.68,reclaimed_fired_clay_brick,Repointing labour + sealant; BEDEC 2026 lists rendered-facade finishing at EUR15-35/m2; reclaimed-brick exposed face lower because no render needed,"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""BEDEC 2026 (proxy)"", ""raw_unit"": ""EUR / m2"", ""source_keys"": [""bedec-2026-proxy""], ""source_tier"": ""2""}"
reclaimed_brick,overlay,construction_phase_view,finishing,,,material_origin,lime-based pointing mortar (locally batched),hydraulic-lime mortar (local quarry within 100km),label,qualitative_label,salmio-huuhka-2026,0.5,0.68,reclaimed_fired_clay_brick,Lime mortar preferred for compatibility with old reclaimed bricks; cement mortar reduces future-reclaim potential (third-life loss),"{""base_method"": ""masonry"", ""primary"": true, ""raw_source"": ""Salmio & Huuhka 2026 + Devos 2024"", ""raw_unit"": ""qualitative"", ""source_keys"": [""salmio-huuhka-2026"", ""devos-2024""], ""source_tier"": ""1""}"
